35.04751, 470},
35.04748, 470},
35.04745, 470},
35.04741, 470},
35.04738, 470},
35.04735, 470},
35.04732, 470},
35.04729, 470},
35.04727, 470},
35.04724, 470},
35.04721, 470},
35.04719, 470},
35.04717, 470},
35.04714, 470},
35.04712, 470},
35.04710, 470},
35.04709, 470},
35.04707, 470},
35.04706, 470},
35.04704, 470},
35.04703, 470},
35.04702, 470},
35.04702, 470},
35.04701, 470},
35.04701, 470},
35.04701, 470},
35.04701, 470},
35.04701, 470},
35.04702, 470},
35.04702, 470},
35.04703, 470},
35.04704, 470},
35.04706, 470},
35.04707, 470},
35.04709, 470},
35.04710, 470},
35.04712, 470},
35.04714, 470},
35.04717, 470},
35.04719, 470},
35.04721, 470},
35.04724, 470},
35.04727, 470},
35.04729, 470},
35.04732, 470},
35.04735, 470},
35.04738, 470},
35.04741, 470},
35.04745, 470},
35.04748, 470},
35.04751, 470},
35.04754, 470},
35.04757, 470},
35.04760, 470},
35.04763, 470},
35.04766, 470},
35.04769, 470},
35.04772, 470},
35.04775, 470},
35.04778, 470},
35.04780, 470},
35.04783, 470},
35.04785, 470},
35.04787, 470},
35.04789, 470},
35.04791, 470},
35.04793, 470},
35.04795, 470},
35.04796, 470},
35.04797, 470},
35.04798, 470},
35.04799, 470},
35.04800, 470},
35.04800, 470},
35.04801, 470},
35.04801, 470},
35.04801, 470},
35.04800, 470},
35.04800, 470},
35.04799, 470},
35.04798, 470},
35.04797, 470},
35.04796, 470},
35.04795, 470},
35.04793, 470},
35.04791, 470},
35.04789, 470},
35.04787, 470},
35.04785, 470},
35.04783, 470},
35.04780, 470},
35.04778, 470},
35.04775, 470},
35.04772, 470},
35.04769, 470},
35.04766, 470},
35.04763, 470},
35.04760, 470},
35.04757, 470},
35.04754, 470}
